"id" "long" "lat" "order" "hole" "piece" "group" "LAD13CD" "LAD13CDO" "LAD13NM" "LAD13NMW" "xcentroid" "ycentroid"
"107" "258" -2.35359435 53.53399733 107 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"108" "258" -2.35441258 53.53280794 108 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"109" "258" -2.35277612 53.53221325 109 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"110" "258" -2.35359435 53.53161856 110 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"111" "258" -2.35277612 53.53102387 111 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"112" "258" -2.35359435 53.53042918 112 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"113" "258" -2.35113966 53.52983449 113 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"114" "258" -2.35441258 53.52626634 114 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"115" "258" -2.36832247 53.52923979 115 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"116" "258" -2.36832247 53.52805041 116 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"117" "258" -2.37077716 53.5286451 117 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"118" "258" -2.38550528 53.53161856 118 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"119" "258" -2.3887782 53.53280794 119 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"120" "258" -2.3945058 53.53697079 120 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"121" "258" -2.39859694 53.53816017 121 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"122" "258" -2.4002334 53.53875486 122 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"123" "258" -2.40186986 53.53875486 123 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"124" "258" -2.40268809 53.53816017 124 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"125" "258" -2.40841569 53.53816017 125 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"126" "258" -2.41005215 53.53875486 126 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"127" "258" -2.4141433 53.53934955 127 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"128" "258" -2.42150736 53.54113363 128 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"129" "258" -2.42150736 53.54053894 129 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"130" "258" -2.43050788 53.54113363 130 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"131" "258" -2.43541725 53.54172832 131 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"132" "258" -2.43705371 53.54232301 132 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"133" "258" -2.43787194 53.53994424 133 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"134" "258" -2.44114485 53.53875486 134 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"135" "258" -2.44196308 53.53637609 135 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"136" "258" -2.44114485 53.53518671 136 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"137" "258" -2.44114485 53.53459202 137 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"138" "258" -2.44196308 53.53340264 138 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"139" "258" -2.44278131 53.53340264 139 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"140" "258" -2.44278131 53.53221325 140 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"141" "258" -2.44441777 53.53161856 141 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
"142" "258" -2.44441777 53.53102387 142 FALSE "1" "258.1" "E08000001" "00BL" "Bolton" NA -2.46693550027208 53.5786155544458
